OpDate;Cash_in;SumIn;30dayRate;30dayBack;60DayRate;60dayBack;90dayRate;90dayBack;30dayBackO;60dayBackO;90dayBackO;CashInHand;30dayInvestRate;30dayInvest;60dayInvestRate;60dayInvest;90dayInvestRate;90dayInvest;Inpool;PoolRate;dayInvest;SumInvest
2018/1/13;93.3;8361.7;0.001666667;18.22;0.005;;0.01;;18.19;;;135.91;0.29;38.83;0.3;40.62;0.38;51.61;4.86;0.04;131.06;9587.53
2018/1/14;226.26;8587.95;0.001666667;34.08;0.005;;0.01;;34.02;;;299.21;0.26;79.11;0.29;86.33;0.39;116.02;17.75;0.06;281.46;9834.97
2018/1/15;434.17;9022.12;0.001666667;15.74;0.005;;0.01;;15.72;;;483.38;0.29;138.58;0.28;133.92;0.38;181.64;29.24;0.06;454.14;10273.39
2018/1/16;390.44;9412.56;0.001666667;24.86;0.005;;0.01;;24.82;;;469.36;0.26;124.07;0.26;124.29;0.4;187.15;33.85;0.07;435.51;10684.07
2018/1/17;25.05;9437.61;0.001666667;33.56;0.005;;0.01;;33.5;;;125.96;0.27;33.7;0.26;32.72;0.36;45.64;13.9;0.11;112.06;10762.64
2018/1/18;107.93;9545.54;0.001666667;34.42;0.005;;0.01;;34.36;;;190.62;0.3;56.73;0.25;47.9;0.37;71.17;14.82;0.08;175.8;10904.07
2018/1/19;556.44;10101.98;0.001666667;31.95;0.005;;0.01;;31.9;;;635.11;0.27;171.97;0.29;185.86;0.4;253.26;24.02;0.04;611.09;11483.25
2018/1/20;282.74;10384.71;0.001666667;10.45;0.005;;0.01;;10.43;;;327.64;0.28;92.47;0.27;88.7;0.39;128.12;18.34;0.06;309.29;11782.12
2018/1/21;328.6;10713.31;0.001666667;16.73;0.005;;0.01;;16.7;;;380.37;0.28;106.38;0.26;99.71;0.39;147.05;27.23;0.07;353.14;12118.56
2018/1/22;172.47;10885.78;0.001666667;19.09;0.005;;0.01;;19.06;;;237.84;0.3;70.68;0.26;62.79;0.4;94.6;9.77;0.04;228.07;12327.58
2018/1/23;462.28;11348.06;0.001666667;38.87;0.005;;0.01;;38.81;;;549.72;0.28;152.07;0.28;154;0.4;219.39;24.27;0.04;525.46;12814.23
2018/1/24;549.14;11897.2;0.001666667;33.25;0.005;;0.01;;33.19;;;639.85;0.3;190.08;0.29;186.62;0.37;239.24;23.91;0.04;615.94;13396.97
2018/1/25;239.13;12136.33;0.001666667;80.42;0.005;;0.01;;80.29;;;423.74;0.27;113.26;0.27;113.58;0.36;153.46;43.44;0.1;380.3;13696.98
2018/1/26;203.95;12340.28;0.001666667;85.11;0.005;;0.01;;84.97;;;417.48;0.28;118.67;0.3;123.24;0.36;148.75;26.81;0.06;390.67;14002.68
2018/1/27;586.17;12926.45;0.001666667;50.87;0.005;;0.01;;50.79;;;714.64;0.29;203.85;0.3;212.15;0.37;263.71;34.93;0.05;679.7;14631.6
2018/1/28;172.62;13099.06;0.001666667;543.52;0.005;;0.01;;542.62;;;1293.69;0.27;353.97;0.29;373.64;0.38;485.5;80.59;0.06;1213.1;15302.08
2018/1/29;584.42;13683.48;0.001666667;159.46;0.005;;0.01;;159.2;;;983.67;0.25;249.85;0.25;250.44;0.39;388.36;95.02;0.1;888.65;16031.53
2018/1/30;414.42;14097.9;0.001666667;77.07;0.005;;0.01;;76.94;;;663.45;0.25;167.61;0.25;167.07;0.4;264.41;64.36;0.1;599.09;16553.68
2018/1/31;282.18;14380.08;0.001666667;81.28;0.005;;0.01;;81.14;;;508.96;0.29;148.56;0.25;128.9;0.39;199.53;31.97;0.06;476.99;16949.53
2018/2/1;181.44;14561.52;0.001666667;78.58;0.005;759.47;0.01;;78.45;755.7;;1885.6;0.29;548.42;0.28;535.28;0.36;673.8;128.11;0.07;1757.49;17872.88
2018/2/2;338.58;14900.1;0.001666667;71.26;0.005;83.43;0.01;;71.15;83.01;;775.54;0.28;213.69;0.29;226.25;0.36;276.63;58.97;0.08;716.57;18435.29
2018/2/3;435.28;15335.38;0.001666667;9.93;0.005;43.71;0.01;;9.91;43.49;;601.28;0.28;168.92;0.3;179.36;0.37;224.01;28.99;0.05;572.29;18954.18
2018/2/4;4.47;15339.85;0.001666667;66.26;0.005;22.24;0.01;;66.15;22.13;;210.25;0.27;56.43;0.28;58.56;0.37;77.16;18.09;0.09;192.15;19058.06
2018/2/5;390.39;15730.24;0.001666667;83.38;0.005;11.18;0.01;;83.24;11.12;;597.41;0.27;159.27;0.26;152.61;0.37;220.76;64.77;0.11;532.64;19496.33
2018/2/6;274.5;16004.74;0.001666667;98.52;0.005;3.74;0.01;;98.35;3.72;;543.59;0.27;145.79;0.25;138.59;0.4;216.79;42.43;0.08;501.17;19895.43
2018/2/7;92.9;16097.64;0.001666667;93.2;0.005;2.08;0.01;;93.04;2.07;;325.72;0.26;83.08;0.28;90.88;0.4;128.93;22.82;0.07;302.9;20103.21
2018/2/8;475.2;16572.85;0.001666667;85.51;0.005;37.59;0.01;;85.37;37.4;;743.89;0.28;210.15;0.27;197.59;0.38;280.32;55.82;0.08;688.06;20668.51
2018/2/9;299.21;16872.06;0.001666667;25.96;0.005;19.24;0.01;;25.92;19.15;;445.31;0.26;115.08;0.3;132.2;0.39;172.96;25.07;0.06;420.24;21043.68
2018/2/10;576.36;17448.42;0.001666667;23.15;0.005;14.81;0.01;;23.11;14.73;;677.22;0.28;191.89;0.27;185.05;0.37;250.22;50.06;0.07;627.16;21633
2018/2/11;563.41;18011.83;0.001666667;38.89;0.005;26.74;0.01;;38.83;26.61;;744.54;0.27;202.64;0.29;213.75;0.36;270.07;58.07;0.08;686.46;22254.03
2018/2/12;84.04;18095.87;0.001666667;79.24;0.005;43.83;0.01;;79.11;43.61;;387.9;0.29;114.25;0.25;98.54;0.36;139.45;35.67;0.09;352.23;22483.55
2018/2/13;3.52;18099.39;0.001666667;138.81;0.005;22.84;0.01;;138.58;22.72;;362.14;0.28;100.33;0.25;91.06;0.4;144.35;26.4;0.07;335.74;22657.98
2018/2/14;581.9;18681.29;0.001666667;124.27;0.005;21.83;0.01;;124.07;21.72;;900.19;0.3;268.37;0.27;245.25;0.36;326.21;60.37;0.07;839.82;23352.01
2018/2/15;272.51;18953.8;0.001666667;33.76;0.005;19.23;0.01;;33.7;19.13;;438.71;0.28;122.56;0.26;113.79;0.36;158.01;44.35;0.1;394.36;23693.53
2018/2/16;255.81;19209.61;0.001666667;56.82;0.005;34.29;0.01;;56.73;34.12;;482.12;0.27;131.15;0.27;128.09;0.37;180.42;42.47;0.09;439.66;24042.34
2018/2/17;540.71;19750.32;0.001666667;172.26;0.005;13.95;0.01;;171.97;13.88;;955.23;0.3;282.63;0.28;266.1;0.36;345.4;61.09;0.06;894.14;24750.63
2018/2/18;191.97;19942.29;0.001666667;92.63;0.005;27.35;0.01;;92.47;27.21;;492.72;0.28;139.16;0.29;142.76;0.39;190.9;19.9;0.04;472.82;25103.77
2018/2/19;409.93;20352.23;0.001666667;106.56;0.005;38.76;0.01;;106.38;38.56;;720.1;0.27;193.88;0.26;183.84;0.4;284.81;57.57;0.08;662.53;25621.35
2018/2/20;128.29;20480.52;0.001666667;70.8;0.005;34.63;0.01;;70.68;34.46;;396.44;0.29;114.11;0.26;102.15;0.38;149.7;30.49;0.08;365.96;25882.16
2018/2/21;14.42;20494.94;0.001666667;152.32;0.005;36.58;0.01;;152.07;36.4;;422.29;0.26;110.71;0.29;121.55;0.37;157.22;32.8;0.08;389.48;26083.17
2018/2/22;156.97;20651.91;0.001666667;190.4;0.005;11.42;0.01;;190.08;11.37;;593.04;0.28;168.7;0.27;159.01;0.36;211.61;53.71;0.09;539.32;26421.05
2018/2/23;335.78;20987.69;0.001666667;113.44;0.005;19.63;0.01;;113.26;19.53;;655.36;0.3;194.56;0.27;176.92;0.37;241.53;42.34;0.06;613.01;26901.28
2018/2/24;511.93;21499.62;0.001666667;118.87;0.005;20.15;0.01;;118.67;20.05;;832.02;0.25;211.35;0.3;249.07;0.39;324.38;47.22;0.06;784.8;27547.35
2018/2/25;6.12;21505.75;0.001666667;204.19;0.005;44.68;0.01;;203.85;44.45;;550.52;0.26;145.17;0.28;152.6;0.4;219.21;33.53;0.06;516.98;27816.03
2018/2/26;305.74;21811.49;0.001666667;354.56;0.005;36.98;0.01;;353.97;36.8;;1121.58;0.27;308.34;0.3;333.69;0.37;418.55;61;0.05;1060.57;28485.83
2018/2/27;24.01;21835.5;0.001666667;250.26;0.005;82.41;0.01;;249.85;82;;749.53;0.28;211.24;0.3;222.98;0.36;269.65;45.66;0.06;703.87;28857.86
2018/2/28;313.63;22149.12;0.001666667;167.89;0.005;83.25;0.01;;167.61;82.84;;860.88;0.26;221.27;0.27;231.91;0.38;325.49;82.22;0.1;778.66;29386.08
2018/3/1;370.82;22519.94;0.001666667;148.81;0.005;45.7;0.01;1109.77;148.56;45.47;1098.78;3050.12;0.27;832.35;0.27;808.39;0.35;1079.58;329.8;0.11;2720.32;30813.58
2018/3/2;60.44;22580.38;0.001666667;549.33;0.005;566.32;0.01;112.22;548.42;563.5;111.11;2841.14;0.29;824.11;0.26;748.68;0.37;1048.63;219.72;0.08;2621.41;32211.97
2018/3/3;67.54;22647.92;0.001666667;214.05;0.005;161.04;0.01;58.44;213.69;160.24;57.86;1152.58;0.26;296.85;0.27;308.5;0.38;441.75;105.49;0.09;1047.1;32827.27
2018/3/4;14.11;22662.03;0.001666667;169.2;0.005;73.74;0.01;29.81;168.92;73.37;29.52;664.15;0.27;177.09;0.26;174.91;0.39;262.11;50.05;0.08;614.11;33169.57
2018/3/5;529.52;23191.55;0.001666667;56.53;0.005;87.19;0.01;14.47;56.43;86.76;14.32;895.27;0.26;229.22;0.28;246.77;0.37;327.39;91.9;0.1;803.37;33815.43
2018/3/6;504.11;23695.65;0.001666667;159.53;0.005;89.6;0.01;4.91;159.27;89.15;4.86;1103.33;0.29;324.76;0.27;294.53;0.4;438.2;45.83;0.04;1057.49;34619.64
2018/3/7;117.59;23813.24;0.001666667;146.03;0.005;69.76;0.01;2.91;145.79;69.41;2.88;600.2;0.29;172.7;0.29;173.09;0.36;218.43;35.98;0.06;564.22;34965.78
2018/3/8;35.96;23849.21;0.001666667;83.22;0.005;9.21;0.01;47.31;83.08;9.17;46.84;350.77;0.25;88.09;0.28;98.23;0.4;139.83;24.62;0.07;326.15;35152.84
2018/3/9;640.38;24489.59;0.001666667;210.5;0.005;71.98;0.01;28.43;210.15;71.62;28.15;1285.83;0.28;360.39;0.27;349.12;0.39;506.18;70.14;0.05;1215.69;36058.62
2018/3/10;321.54;24811.13;0.001666667;115.27;0.005;82.79;0.01;19.34;115.08;82.38;19.15;825.69;0.27;221.92;0.28;230.04;0.4;326.51;47.22;0.06;778.47;36620.48
2018/3/11;407.31;25218.43;0.001666667;192.21;0.005;89.86;0.01;38.45;191.89;89.41;38.07;1094.42;0.28;304.15;0.28;303.52;0.36;398.14;88.61;0.08;1005.81;37306.91
2018/3/12;809.7;26028.14;0.001666667;202.98;0.005;92.04;0.01;58.88;202.64;91.58;58.3;1604.74;0.27;427.21;0.3;480.57;0.35;569.12;127.83;0.08;1476.91;38431.3
2018/3/13;502.29;26530.42;0.001666667;114.44;0.005;77.45;0.01;32.05;114.25;77.07;31.73;1077.1;0.26;284.66;0.28;301.6;0.39;419.8;71.03;0.07;1006.06;39214.32
2018/3/14;626.51;27156.93;0.001666667;100.5;0.005;25.25;0.01;29.61;100.33;25.13;29.32;1007.67;0.28;283.22;0.29;289.8;0.36;363.3;71.35;0.07;936.32;39995.86
2018/3/15;588.38;27745.31;0.001666667;268.81;0.005;22.77;0.01;25.01;268.37;22.66;24.76;1292.12;0.29;374.15;0.3;382.08;0.37;471.64;64.25;0.05;1227.87;40907.94
2018/3/16;365.07;28110.38;0.001666667;122.76;0.005;40.82;0.01;47.04;122.56;40.62;46.57;849.71;0.26;219.36;0.25;215.19;0.37;310.37;104.78;0.12;744.92;41443.11
2018/3/17;641.82;28752.19;0.001666667;131.37;0.005;86.76;0.01;19.21;131.15;86.33;19.02;1220.44;0.25;307.62;0.3;365.92;0.35;431.06;115.84;0.09;1104.6;42311.21
2018/3/18;286.25;29038.45;0.001666667;283.1;0.005;134.59;0.01;35.45;282.63;133.92;35.1;1306.89;0.27;352.36;0.26;341.48;0.36;468.09;144.96;0.11;1161.93;43021.48
2018/3/19;270.17;29308.62;0.001666667;139.39;0.005;124.91;0.01;47.46;139.16;124.29;46.99;1037.35;0.3;310.92;0.29;295.67;0.35;367.26;63.5;0.06;973.85;43684.89
2018/3/20;20.5;29329.12;0.001666667;194.2;0.005;32.88;0.01;48.33;193.88;32.72;47.85;633.85;0.27;169.35;0.25;159.94;0.39;250.36;54.2;0.09;579.65;43990.1
2018/3/21;717.28;30046.4;0.001666667;114.3;0.005;48.14;0.01;48;114.11;47.9;47.53;1191.46;0.26;312.56;0.27;326.4;0.39;461.08;91.42;0.08;1100.05;44880.6
2018/3/22;265.42;30311.82;0.001666667;110.9;0.005;186.79;0.01;14.21;110.71;185.86;14.07;979.39;0.25;247.89;0.26;256.27;0.38;369.34;105.89;0.11;873.49;45443.45
2018/3/23;351.49;30663.31;0.001666667;168.98;0.005;89.14;0.01;25.93;168.7;88.7;25.68;1024.51;0.26;262.72;0.27;274.02;0.37;375.93;111.84;0.11;912.68;46073.05
2018/3/24;539.38;31202.69;0.001666667;194.88;0.005;100.21;0.01;27.65;194.56;99.71;27.37;1295.6;0.26;333.31;0.27;346.21;0.38;497.62;118.46;0.09;1177.14;46928.55
2018/3/25;470.92;31673.6;0.001666667;211.7;0.005;63.1;0.01;59.54;211.35;62.79;58.95;1256.81;0.26;326.37;0.28;347.33;0.39;489.62;93.49;0.07;1163.32;47758.77
2018/3/26;698.52;32372.12;0.001666667;145.42;0.005;154.77;0.01;48.86;145.17;154;48.38;1488.6;0.28;419.91;0.25;379.25;0.36;538.34;151.1;0.1;1337.5;48748.72
2018/3/27;199.83;32571.95;0.001666667;308.85;0.005;187.55;0.01;108.26;308.34;186.62;107.19;1557.74;0.28;440.11;0.29;448.71;0.39;604.68;64.23;0.04;1493.5;49640.09
2018/3/28;45.97;32617.92;0.001666667;211.6;0.005;114.15;0.01;113.63;211.24;113.58;112.51;986.92;0.28;279.98;0.28;277.32;0.36;351.82;77.8;0.08;909.11;50111.87
2018/3/29;706.53;33324.45;0.001666667;221.64;0.005;123.86;0.01;63.6;221.27;123.24;62.97;1600.91;0.28;449.1;0.3;475.49;0.36;572.85;103.48;0.06;1497.43;51201.82
2018/3/30;816.3;34140.75;0.001666667;833.74;0.005;213.21;0.01;690.36;832.35;212.15;683.53;4385.13;0.29;1291.73;0.28;1217.76;0.35;1541.18;334.46;0.08;4050.66;53524.45
2018/3/31;436.15;34576.9;0.001666667;825.48;0.005;375.51;0.01;215.2;824.11;373.64;213.07;3597.62;0.27;985.42;0.29;1051.05;0.35;1273.96;287.2;0.08;3310.42;55424.05
2018/4/1;522.27;35099.17;0.001666667;297.34;0.005;251.69;0.01;109.55;296.85;250.44;108.46;2123.79;0.27;564.86;0.28;593.8;0.38;814.79;150.34;0.07;1973.45;56741.75
2018/4/2;157.37;35256.53;0.001666667;177.38;0.005;167.91;0.01;107.18;177.09;167.07;106.12;1210.46;0.26;314.35;0.29;353.61;0.39;473.53;68.98;0.06;1141.49;57432.96
2018/4/3;763.08;36019.62;0.001666667;229.6;0.005;129.54;0.01;113.5;229.22;128.9;112.38;1775.19;0.27;486.18;0.27;476.92;0.37;658.68;153.41;0.09;1621.78;58584.24
2018/4/4;854.3;36873.92;0.001666667;325.3;0.005;537.95;0.01;111.08;324.76;535.28;109.98;2952.06;0.29;860.31;0.27;809.19;0.37;1102.74;179.82;0.06;2772.24;60386.47
2018/4/5;852.89;37726.81;0.001666667;172.99;0.005;227.38;0.01;12.84;172.7;226.25;12.71;1857.59;0.28;516.92;0.29;544.07;0.36;660.17;136.42;0.07;1721.16;61695.97
2018/4/6;734.48;38461.29;0.001666667;88.24;0.005;180.26;0.01;91.55;88.09;179.36;90.64;1589.03;0.29;466.43;0.29;455.3;0.35;556.63;110.67;0.07;1478.36;62816.24
2018/4/7;357.13;38818.42;0.001666667;361;0.005;58.86;0.01;118.49;360.39;58.56;117.32;1542.42;0.29;450.19;0.28;437.58;0.37;568.4;86.25;0.06;1456.17;63736.14
2018/4/8;623.92;39442.34;0.001666667;222.29;0.005;153.37;0.01;141.66;221.92;152.61;140.26;1742.28;0.28;483.55;0.28;490.71;0.35;611.61;156.41;0.09;1585.88;64807.22
2018/4/9;403.08;39845.42;0.001666667;304.65;0.005;139.28;0.01;125.5;304.15;138.59;124.26;1695.93;0.26;435.16;0.25;432.4;0.37;619.38;208.99;0.12;1486.94;65727.17
2018/4/10;812.1;40657.53;0.001666667;427.92;0.005;91.33;0.01;109.63;427.21;90.88;108.54;2276.61;0.25;569.69;0.26;593.74;0.35;799.88;313.31;0.14;1963.3;67063.84
2018/4/11;16.08;40673.6;0.001666667;285.13;0.005;198.58;0.01;32.86;284.66;197.59;32.54;1360.75;0.28;381.15;0.29;393.9;0.39;535.59;50.1;0.04;1310.65;67859.7
2018/4/12;98.33;40771.94;0.001666667;283.69;0.005;132.86;0.01;33.13;283.22;132.2;32.8;1046.33;0.25;263.46;0.26;269.88;0.36;375.02;137.98;0.13;908.36;68319.83
2018/4/13;529.19;41301.12;0.001666667;374.77;0.005;185.97;0.01;52.13;374.15;185.05;51.61;1890.84;0.26;485.27;0.28;536.23;0.38;725.58;143.76;0.08;1747.08;69456.11
2018/4/14;618.97;41920.09;0.001666667;219.73;0.005;214.82;0.01;117.18;219.36;213.75;116.02;1863.59;0.28;517.82;0.28;531.08;0.37;682.71;131.98;0.07;1731.61;70638.58
2018/4/15;567.71;42487.8;0.001666667;308.13;0.005;99.03;0.01;183.46;307.62;98.54;181.64;1878.11;0.26;479.6;0.26;491.23;0.37;699.92;207.36;0.11;1670.75;71721.53
2018/4/16;113.11;42600.91;0.001666667;352.95;0.005;91.51;0.01;189.02;352.36;91.06;187.15;1584.52;0.27;420.64;0.29;456.65;0.4;629.62;77.61;0.05;1506.91;72597.88
2018/4/17;437.79;43038.7;0.001666667;311.44;0.005;246.47;0.01;46.09;310.92;245.25;45.64;1721.21;0.28;478.38;0.29;498.7;0.4;680.13;64.01;0.04;1657.2;73653.28
2018/4/18;792.13;43830.83;0.001666667;169.63;0.005;114.36;0.01;71.88;169.35;113.79;71.17;1566.3;0.26;414.92;0.28;438.17;0.36;566.31;146.89;0.09;1419.4;74718.38
2018/4/19;321.3;44152.12;0.001666667;313.08;0.005;128.73;0.01;255.79;312.56;128.09;253.26;1859.7;0.27;511.21;0.28;522.81;0.36;672.29;153.38;0.08;1706.32;75730.79
2018/4/20;35.03;44187.15;0.001666667;248.3;0.005;267.43;0.01;129.41;247.89;266.1;128.12;1475.67;0.3;436.9;0.3;437.35;0.4;583.66;17.75;0.01;1457.91;76546.59
2018/4/21;442.99;44630.14;0.001666667;263.16;0.005;143.47;0.01;148.52;262.72;142.76;147.05;1568.42;0.26;401.28;0.26;410.4;0.37;578.81;177.93;0.11;1390.49;77384.55
2018/4/22;352.37;44982.51;0.001666667;333.87;0.005;184.76;0.01;95.55;333.31;183.84;94.6;1756.23;0.27;478.03;0.3;524.29;0.35;616.11;137.8;0.08;1618.43;78391.22
2018/4/23;186.04;45168.55;0.001666667;326.92;0.005;102.66;0.01;221.58;326.37;102.15;219.39;1622.91;0.26;418.93;0.26;428.52;0.36;581.1;194.37;0.12;1428.55;79171.86
2018/4/24;173.67;45342.22;0.001666667;420.61;0.005;122.15;0.01;241.63;419.91;121.55;239.24;1933.13;0.29;556.5;0.28;535.56;0.37;706.18;134.9;0.07;1798.23;80189.4
2018/4/25;642.44;45984.66;0.001666667;440.85;0.005;159.8;0.01;155;440.11;159.01;153.46;2285.57;0.28;642.01;0.28;630.21;0.36;827.69;185.66;0.08;2099.91;81536.73
2018/4/26;687.12;46671.78;0.001666667;280.44;0.005;177.81;0.01;150.24;279.98;176.92;148.75;2086.92;0.29;607.6;0.26;552.47;0.39;815.9;110.94;0.05;1975.98;82907.05
2018/4/27;415.35;47087.14;0.001666667;449.84;0.005;250.31;0.01;266.34;449.1;249.07;263.71;2454.66;0.3;734.24;0.26;639.45;0.37;910.23;170.73;0.07;2283.93;84229.11
