InvestDetail_id;Date;Invest_id;Amount;Back_id
85;2018/2/23;Inv3;188.43 ;1 
86;2018/2/24;Inv3;239.31 ;1 
87;2018/2/25;Inv3;298.52 ;1 
88;2018/2/26;Inv3;412.85 ;1 
89;2018/2/27;Inv3;205.29 ;1 
90;2018/2/28;Inv3;179.03 ;1 
91;2018/3/1;Inv3;745.16 ;1 
92;2018/3/2;Inv3;664.98 ;1 
93;2018/3/3;Inv3;305.72 ;1 
94;2018/3/4;Inv3;194.74 ;1 
95;2018/3/5;Inv3;163.75 ;1 
96;2018/3/6;Inv3;197.26 ;1 
97;2018/3/7;Inv3;202.64 ;1 
98;2018/3/8;Inv3;253.62 ;1 
99;2018/3/9;Inv3;330.56 ;1 
100;2018/3/10;Inv3;284.58 ;1 
101;2018/3/11;Inv3;262.56 ;1 
102;2018/3/12;Inv3;265.74 ;1 
103;2018/3/13;Inv3;176.02 ;1 
104;2018/3/14;Inv3;135.87 ;1 
105;2018/3/15;Inv3;282.83 ;1 
106;2018/3/16;Inv3;223.57 ;1 
107;2018/3/17;Inv3;348.66 ;1 
108;2018/3/18;Inv3;198.21 ;1 
109;2018/3/19;Inv3;175.85 ;1 
110;2018/3/20;Inv3;253.09 ;1 
111;2018/3/21;Inv3;339.57 ;1 
112;2018/3/22;Inv3;416.08 ;1 
113;2018/3/23;Inv3;229.99 ;1 
114;2018/3/24;Inv3;354.56 ;1 
115;2018/3/25;Inv3;492.59 ;1 
116;2018/3/26;Inv3;441.40 ;1 
117;2018/3/27;Inv3;489.75 ;1 
118;2018/3/28;Inv3;322.60 ;1 
119;2018/3/29;Inv3;407.44 ;1 
120;2018/3/30;Inv3;1078.64 ;1 
121;2018/3/31;Inv3;852.54 ;0 
122;2018/4/1;Inv3;433.16 ;0 
123;2018/4/2;Inv3;411.56 ;0 
124;2018/4/3;Inv3;366.66 ;0 
125;2018/4/4;Inv3;475.60 ;0 
126;2018/4/5;Inv3;392.38 ;0 
127;2018/4/6;Inv3;452.54 ;0 
128;2018/4/7;Inv3;462.10 ;0 
129;2018/4/8;Inv3;409.34 ;0 
130;2018/4/9;Inv3;517.64 ;0 
131;2018/4/10;Inv3;371.55 ;0 
132;2018/4/11;Inv3;332.50 ;0 
133;2018/4/12;Inv3;408.38 ;0 
134;2018/4/13;Inv3;488.02 ;0 
135;2018/4/14;Inv3;449.76 ;0 
136;2018/4/15;Inv3;554.09 ;0 
137;2018/4/16;Inv3;455.72 ;0 
138;2018/4/17;Inv3;597.48 ;0 
139;2018/4/18;Inv3;435.39 ;0 
140;2018/4/19;Inv3;338.75 ;0 
141;2018/4/20;Inv3;529.70 ;0 
142;2018/4/21;Inv3;563.29 ;0 
143;2018/4/22;Inv3;587.53 ;0 
144;2018/4/23;Inv3;736.77 ;0 
145;2018/4/24;Inv3;652.50 ;0 
146;2018/4/25;Inv3;586.86 ;0 
147;2018/4/26;Inv3;620.06 ;0 
148;2018/4/27;Inv3;633.13 ;0 
149;2018/4/28;Inv3;1155.80 ;0 
150;2017/12/1;Inv2;795.16 ;1 
151;2017/12/2;Inv2;97.25 ;1 
152;2017/12/3;Inv2;46.38 ;1 
153;2017/12/4;Inv2;7.16 ;1 
154;2017/12/5;Inv2;9.03 ;1 
155;2017/12/6;Inv2;20.07 ;1 
156;2017/12/7;Inv2;17.61 ;1 
157;2017/12/8;Inv2;10.86 ;1 
158;2017/12/9;Inv2;8.25 ;1 
159;2017/12/10;Inv2;9.61 ;1 
160;2017/12/11;Inv2;8.50 ;1 
161;2017/12/12;Inv2;39.13 ;1 
162;2017/12/13;Inv2;2.77 ;1 
163;2017/12/14;Inv2;27.21 ;1 
164;2017/12/15;Inv2;12.83 ;1 
165;2017/12/16;Inv2;28.23 ;1 
166;2017/12/17;Inv2;30.16 ;1 
167;2017/12/18;Inv2;38.60 ;1 
168;2017/12/19;Inv2;26.84 ;1 
169;2017/12/20;Inv2;6.78 ;1 
170;2017/12/21;Inv2;37.65 ;1 
171;2017/12/22;Inv2;61.33 ;1 
172;2017/12/23;Inv2;55.91 ;1 
173;2017/12/24;Inv2;60.09 ;1 
174;2017/12/25;Inv2;78.55 ;1 
175;2017/12/26;Inv2;54.54 ;1 
176;2017/12/27;Inv2;57.97 ;1 
177;2017/12/28;Inv2;67.66 ;1 
178;2017/12/29;Inv2;49.51 ;1 
179;2017/12/30;Inv2;438.88 ;1 
180;2017/12/31;Inv2;175.18 ;1 
181;2018/1/1;Inv2;59.14 ;1 
182;2018/1/2;Inv2;69.80 ;1 
183;2018/1/3;Inv2;51.97 ;1 
184;2018/1/4;Inv2;60.90 ;1 
185;2018/1/5;Inv2;29.63 ;1 
186;2018/1/6;Inv2;7.76 ;1 
187;2018/1/7;Inv2;15.20 ;1 
188;2018/1/8;Inv2;28.20 ;1 
189;2018/1/9;Inv2;70.80 ;1 
190;2018/1/10;Inv2;34.26 ;1 
191;2018/1/11;Inv2;31.15 ;1 
192;2018/1/12;Inv2;20.11 ;1 
193;2018/1/13;Inv2;47.33 ;1 
194;2018/1/14;Inv2;40.16 ;1 
195;2018/1/15;Inv2;166.19 ;1 
196;2018/1/16;Inv2;75.56 ;1 
197;2018/1/17;Inv2;177.09 ;1 
198;2018/1/18;Inv2;92.79 ;1 
199;2018/1/19;Inv2;78.42 ;1 
200;2018/1/20;Inv2;45.90 ;1 
201;2018/1/21;Inv2;108.97 ;1 
202;2018/1/22;Inv2;102.11 ;1 
203;2018/1/23;Inv2;119.38 ;1 
204;2018/1/24;Inv2;118.29 ;1 
205;2018/1/25;Inv2;130.97 ;1 
206;2018/1/26;Inv2;114.54 ;1 
207;2018/1/27;Inv2;153.23 ;1 
208;2018/1/28;Inv2;390.85 ;1 
209;2018/1/29;Inv2;209.29 ;1 
210;2018/1/30;Inv2;150.16 ;1 
211;2018/1/31;Inv2;88.85 ;1 
212;2018/2/1;Inv2;504.35 ;1 
213;2018/2/2;Inv2;170.07 ;1 
214;2018/2/3;Inv2;110.80 ;1 
215;2018/2/4;Inv2;97.99 ;1 
216;2018/2/5;Inv2;42.00 ;1 
217;2018/2/6;Inv2;206.32 ;1 
218;2018/2/7;Inv2;160.18 ;1 
219;2018/2/8;Inv2;180.69 ;1 
220;2018/2/9;Inv2;168.03 ;1 
221;2018/2/10;Inv2;27.58 ;1 
222;2018/2/11;Inv2;190.14 ;1 
223;2018/2/12;Inv2;225.35 ;1 
224;2018/2/13;Inv2;147.07 ;1 
225;2018/2/14;Inv2;226.43 ;1 
226;2018/2/15;Inv2;298.09 ;1 
227;2018/2/16;Inv2;103.46 ;1 
228;2018/2/17;Inv2;88.26 ;1 
229;2018/2/18;Inv2;163.39 ;1 
230;2018/2/19;Inv2;221.17 ;1 
231;2018/2/20;Inv2;221.32 ;1 
232;2018/2/21;Inv2;194.13 ;1 
233;2018/2/22;Inv2;134.47 ;1 
234;2018/2/23;Inv2;210.24 ;1 
235;2018/2/24;Inv2;247.00 ;1 
236;2018/2/25;Inv2;265.36 ;1 
237;2018/2/26;Inv2;365.92 ;0 
238;2018/2/27;Inv2;213.56 ;0 
239;2018/2/28;Inv2;191.88 ;0 
240;2018/3/1;Inv2;677.01 ;0 
241;2018/3/2;Inv2;612.15 ;0 
242;2018/3/3;Inv2;266.41 ;0 
243;2018/3/4;Inv2;193.56 ;0 
244;2018/3/5;Inv2;172.24 ;0 
245;2018/3/6;Inv2;198.39 ;0 
246;2018/3/7;Inv2;198.48 ;0 
247;2018/3/8;Inv2;260.22 ;0 
248;2018/3/9;Inv2;330.23 ;0 
249;2018/3/10;Inv2;310.62 ;0 
250;2018/3/11;Inv2;240.81 ;0 
251;2018/3/12;Inv2;263.87 ;0 
252;2018/3/13;Inv2;205.84 ;0 
253;2018/3/14;Inv2;121.28 ;0 
254;2018/3/15;Inv2;273.19 ;0 
255;2018/3/16;Inv2;223.93 ;0 
256;2018/3/17;Inv2;365.08 ;0 
257;2018/3/18;Inv2;187.93 ;0 
258;2018/3/19;Inv2;171.64 ;0 
259;2018/3/20;Inv2;263.75 ;0 
260;2018/3/21;Inv2;312.57 ;0 
261;2018/3/22;Inv2;473.20 ;0 
262;2018/3/23;Inv2;230.99 ;0 
263;2018/3/24;Inv2;346.45 ;0 
264;2018/3/25;Inv2;522.11 ;0 
265;2018/3/26;Inv2;508.79 ;0 
266;2018/3/27;Inv2;449.14 ;0 
267;2018/3/28;Inv2;328.70 ;0 
268;2018/3/29;Inv2;470.38 ;0 
269;2018/3/30;Inv2;1126.70 ;0 
270;2018/3/31;Inv2;944.98 ;0 
271;2018/4/1;Inv2;441.18 ;0 
272;2018/4/2;Inv2;426.87 ;0 
273;2018/4/3;Inv2;330.21 ;0 
274;2018/4/4;Inv2;441.47 ;0 
275;2018/4/5;Inv2;448.40 ;0 
276;2018/4/6;Inv2;429.08 ;0 
277;2018/4/7;Inv2;529.72 ;0 
278;2018/4/8;Inv2;479.63 ;0 
279;2018/4/9;Inv2;538.16 ;0 
280;2018/4/10;Inv2;392.85 ;0 
281;2018/4/11;Inv2;325.27 ;0 
282;2018/4/12;Inv2;380.81 ;0 
283;2018/4/13;Inv2;456.68 ;0 
284;2018/4/14;Inv2;427.26 ;0 
285;2018/4/15;Inv2;612.31 ;0 
286;2018/4/16;Inv2;405.32 ;0 
287;2018/4/17;Inv2;619.28 ;0 
288;2018/4/18;Inv2;466.75 ;0 
289;2018/4/19;Inv2;363.09 ;0 
290;2018/4/20;Inv2;574.07 ;0 
291;2018/4/21;Inv2;596.71 ;0 
292;2018/4/22;Inv2;606.92 ;0 
293;2018/4/23;Inv2;716.96 ;0 
294;2018/4/24;Inv2;760.31 ;0 
295;2018/4/25;Inv2;679.32 ;0 
296;2018/4/26;Inv2;583.22 ;0 
297;2018/4/27;Inv2;640.65 ;0 
298;2018/4/28;Inv2;1276.65 ;0 
299;2017/12/1;Inv1;1058.59 ;0 
300;2017/12/2;Inv1;127.61 ;0 
301;2017/12/3;Inv1;68.34 ;0 
302;2017/12/4;Inv1;9.47 ;0 
303;2017/12/5;Inv1;10.91 ;0 
304;2017/12/6;Inv1;28.63 ;0 
305;2017/12/7;Inv1;25.80 ;0 
306;2017/12/8;Inv1;14.46 ;0 
307;2017/12/9;Inv1;11.18 ;0 
308;2017/12/10;Inv1;13.29 ;0 
309;2017/12/11;Inv1;10.98 ;0 
310;2017/12/12;Inv1;50.68 ;0 
311;2017/12/13;Inv1;3.81 ;0 
312;2017/12/14;Inv1;34.69 ;0 
313;2017/12/15;Inv1;18.36 ;0 
314;2017/12/16;Inv1;34.54 ;0 
315;2017/12/17;Inv1;41.68 ;0 
316;2017/12/18;Inv1;51.42 ;0 
317;2017/12/19;Inv1;38.68 ;0 
318;2017/12/20;Inv1;9.18 ;0 
319;2017/12/21;Inv1;49.38 ;0 
320;2017/12/22;Inv1;90.05 ;0 
321;2017/12/23;Inv1;74.19 ;0 
322;2017/12/24;Inv1;87.19 ;0 
323;2017/12/25;Inv1;101.71 ;0 
324;2017/12/26;Inv1;83.67 ;0 
325;2017/12/27;Inv1;80.78 ;0 
326;2017/12/28;Inv1;92.74 ;0 
327;2017/12/29;Inv1;61.07 ;0 
328;2017/12/30;Inv1;616.66 ;0 
329;2017/12/31;Inv1;230.78 ;0 
330;2018/1/1;Inv1;86.91 ;0 
331;2018/1/2;Inv1;97.70 ;0 
332;2018/1/3;Inv1;73.26 ;0 
333;2018/1/4;Inv1;95.07 ;0 
334;2018/1/5;Inv1;42.14 ;0 
335;2018/1/6;Inv1;11.72 ;0 
336;2018/1/7;Inv1;23.57 ;0 
337;2018/1/8;Inv1;39.96 ;0 
338;2018/1/9;Inv1;100.12 ;0 
339;2018/1/10;Inv1;45.76 ;0 
340;2018/1/11;Inv1;43.18 ;0 
341;2018/1/12;Inv1;25.99 ;0 
342;2018/1/13;Inv1;59.49 ;0 
343;2018/1/14;Inv1;55.66 ;0 
344;2018/1/15;Inv1;231.02 ;0 
345;2018/1/16;Inv1;100.55 ;0 
346;2018/1/17;Inv1;248.51 ;0 
347;2018/1/18;Inv1;137.06 ;0 
348;2018/1/19;Inv1;118.67 ;0 
349;2018/1/20;Inv1;59.71 ;0 
350;2018/1/21;Inv1;141.66 ;0 
351;2018/1/22;Inv1;148.30 ;0 
352;2018/1/23;Inv1;157.96 ;0 
353;2018/1/24;Inv1;168.50 ;0 
354;2018/1/25;Inv1;170.21 ;0 
355;2018/1/26;Inv1;161.58 ;0 
356;2018/1/27;Inv1;192.38 ;0 
357;2018/1/28;Inv1;520.38 ;0 
358;2018/1/29;Inv1;297.28 ;0 
359;2018/1/30;Inv1;212.86 ;0 
360;2018/1/31;Inv1;118.56 ;0 
361;2018/2/1;Inv1;681.88 ;0 
362;2018/2/2;Inv1;204.56 ;0 
363;2018/2/3;Inv1;140.74 ;0 
364;2018/2/4;Inv1;148.17 ;0 
365;2018/2/5;Inv1;61.03 ;0 
366;2018/2/6;Inv1;260.66 ;0 
367;2018/2/7;Inv1;206.69 ;0 
368;2018/2/8;Inv1;238.66 ;0 
369;2018/2/9;Inv1;253.28 ;0 
370;2018/2/10;Inv1;40.67 ;0 
371;2018/2/11;Inv1;236.76 ;0 
372;2018/2/12;Inv1;296.23 ;0 
373;2018/2/13;Inv1;185.21 ;0 
374;2018/2/14;Inv1;300.22 ;0 
375;2018/2/15;Inv1;419.04 ;0 
376;2018/2/16;Inv1;146.23 ;0 
377;2018/2/17;Inv1;112.89 ;0 
378;2018/2/18;Inv1;218.49 ;0 
379;2018/2/19;Inv1;269.38 ;0 
380;2018/2/20;Inv1;296.59 ;0 
381;2018/2/21;Inv1;266.11 ;0 
382;2018/2/22;Inv1;167.95 ;0 
383;2018/2/23;Inv1;292.97 ;0 
384;2018/2/24;Inv1;315.62 ;0 
385;2018/2/25;Inv1;390.46 ;0 
386;2018/2/26;Inv1;557.40 ;0 
387;2018/2/27;Inv1;269.19 ;0 
388;2018/2/28;Inv1;265.67 ;0 
389;2018/3/1;Inv1;979.75 ;1 
390;2018/3/2;Inv1;848.37 ;1 
391;2018/3/3;Inv1;384.72 ;1 
392;2018/3/4;Inv1;301.68 ;1 
393;2018/3/5;Inv1;217.74 ;1 
394;2018/3/6;Inv1;269.01 ;1 
395;2018/3/7;Inv1;276.04 ;1 
396;2018/3/8;Inv1;354.83 ;1 
397;2018/3/9;Inv1;447.70 ;1 
398;2018/3/10;Inv1;401.97 ;1 
399;2018/3/11;Inv1;348.91 ;1 
400;2018/3/12;Inv1;403.46 ;1 
401;2018/3/13;Inv1;263.09 ;1 
402;2018/3/14;Inv1;162.28 ;1 
403;2018/3/15;Inv1;348.17 ;1 
404;2018/3/16;Inv1;318.45 ;1 
405;2018/3/17;Inv1;496.50 ;1 
406;2018/3/18;Inv1;271.74 ;1 
407;2018/3/19;Inv1;250.95 ;1 
408;2018/3/20;Inv1;356.36 ;1 
409;2018/3/21;Inv1;456.91 ;1 
410;2018/3/22;Inv1;580.62 ;1 
411;2018/3/23;Inv1;326.41 ;1 
412;2018/3/24;Inv1;496.26 ;1 
413;2018/3/25;Inv1;644.60 ;1 
414;2018/3/26;Inv1;643.86 ;1 
415;2018/3/27;Inv1;625.38 ;1 
416;2018/3/28;Inv1;410.17 ;1 
417;2018/3/29;Inv1;622.22 ;1 
418;2018/3/30;Inv1;1453.32 ;1 
419;2018/3/31;Inv1;1288.69 ;1 
420;2018/4/1;Inv1;632.94 ;1 
421;2018/4/2;Inv1;610.51 ;1 
422;2018/4/3;Inv1;457.23 ;1 
423;2018/4/4;Inv1;612.18 ;1 
424;2018/4/5;Inv1;551.18 ;1 
425;2018/4/6;Inv1;579.11 ;1 
426;2018/4/7;Inv1;680.50 ;1 
427;2018/4/8;Inv1;635.15 ;1 
428;2018/4/9;Inv1;712.39 ;1 
429;2018/4/10;Inv1;481.40 ;1 
430;2018/4/11;Inv1;480.34 ;1 
431;2018/4/12;Inv1;512.32 ;1 
432;2018/4/13;Inv1;638.58 ;1 
433;2018/4/14;Inv1;591.05 ;1 
434;2018/4/15;Inv1;753.57 ;1 
435;2018/4/16;Inv1;569.69 ;1 
436;2018/4/17;Inv1;801.77 ;1 
437;2018/4/18;Inv1;594.82 ;1 
438;2018/4/19;Inv1;526.96 ;1 
439;2018/4/20;Inv1;770.21 ;1 
440;2018/4/21;Inv1;706.78 ;1 
441;2018/4/22;Inv1;734.52 ;1 
442;2018/4/23;Inv1;1027.42 ;1 
443;2018/4/24;Inv1;970.29 ;1 
444;2018/4/25;Inv1;852.30 ;1 
445;2018/4/26;Inv1;823.54 ;1 
446;2018/4/27;Inv1;782.94 ;1 
447;2018/4/28;Inv1;1680.81 ;1 
